County,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Virginia City/County Boundaries,LAT,LON,MTW Status,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,LILATracts_halfAnd10,LowIncomeTracts,LA1and10,LAhalfand10,LATracts_half,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share
Shenandoah County,14013.0,37085.0,1037063.13,0.0,0.0,1116.0,38.856204,-78.57398669999999,Matching and updated,41993.0,17076.0,427.0,3809.0,7758.0,3690.0,1343.0,2768.0,1327.0,36431.0,11474.0,7899.0,6673.0,34338.0,573.0,169.0,6.0,75.0,1269.0,1824.0,840.0,1469.0,28372.0,8335.0,5980.0,5186.0,27086.0,286.0,107.0,6.0,60.0,828.0,1118.0,577.0,1035.0,119.0,16.0,21.0,31.0,118.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,13792.0,9229.0,7768.0,39070.0,734.0,217.0,7.0,101.0,1864.0,2577.0,1076.0,1793.0,0.7322222222222222,8.97777777777778,71691.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,90.03,24.907777777777778,18.96555555555556,16.805555555555557,85.52666666666666,1.0588888888888888,0.3788888888888889,0.0177777777777777,0.1844444444444444,2.8655555555555554,4.061111111111112,4.503333333333334,7.523333333333334,77.50555555555555,20.05555555555556,15.958888888888891,14.473333333333333,74.32999999999998,0.68,0.2877777777777778,0.0177777777777777,0.1577777777777777,2.0311111111111115,2.7044444444444444,3.464444444444444,5.892222222222222
Smyth County,18529.0,56941.0,1410210.3099999998,3187.5,49517.5,1068.0,36.8423183,-81.5397861,Matching and updated,32208.0,13319.0,774.0,1226.0,3290.0,1024.0,370.0,1332.0,290.0,30388.0,13225.0,6392.0,5373.0,29128.0,595.0,72.0,3.0,41.0,549.0,486.0,1176.0,2178.0,24924.0,10700.0,5345.0,4315.0,24275.0,218.0,49.0,1.0,32.0,349.0,297.0,871.0,1838.0,202.0,80.0,28.0,53.0,196.0,1.0,0.0,0.0,4.0,2.0,5.0,15.0,13074.0,6717.0,5846.0,30847.0,640.0,82.0,3.0,42.0,594.0,527.0,1196.0,2212.0,2.56,19.477777777777774,51163.66666666666,0.0,0.0,1.0,0.0,0.0,0.0,94.96444444444444,41.50333333333334,19.93777777777778,16.683333333333334,90.88111111111112,2.0444444444444447,0.2311111111111111,0.01,0.1477777777777777,1.653333333333333,1.4533333333333334,8.682222222222222,16.824444444444445,79.20333333333332,34.14,16.976666666666667,13.714444444444446,77.10444444444445,0.708888888888889,0.1633333333333333,0.0044444444444444,0.1166666666666666,1.11,0.9544444444444444,6.57,14.46
Southampton County,6813.0,14765.0,237076.0,1040.0,14871.0,192.0,36.7201725,-77.10385559999999,Matching and updated,18570.0,6719.0,1567.0,4041.0,4041.0,0.0,946.0,946.0,0.0,18470.0,4796.0,3898.0,2807.0,11142.0,6891.0,46.0,6.0,62.0,322.0,199.0,481.0,1088.0,18280.0,4771.0,3861.0,2783.0,11014.0,6832.0,46.0,6.0,62.0,321.0,197.0,478.0,1070.0,3332.5,887.5,574.0,552.5,2057.0,265.0,6.0,10.0,47.0,40.0,45.0,105.0,4533.0,3918.0,2828.0,11215.0,6916.0,46.0,6.0,62.0,325.0,203.0,438.0,1060.0,11.714444444444446,8.16,65298.5,0.0,0.0,1.0,1.0,1.0,0.0,99.686,23.161999999999995,18.216,14.35,56.778,40.77,0.2099999999999999,0.028,0.35,1.548,1.058,5.074,12.496,99.088,23.084,18.102,14.276,56.372,40.58200000000001,0.2099999999999999,0.028,0.35,1.544,1.052,5.05,12.354
Spotsylvania County,27965.0,88856.5,1834737.0,3187.5,49517.5,1044.0,38.18231120000001,-77.6562804,Matching and updated,116003.0,41942.0,524.0,24001.5,45586.5,21462.5,6094.0,13212.0,6088.0,105266.0,21747.0,21923.0,10251.0,79817.0,15802.0,1203.0,48.0,336.0,3582.0,3886.5,1211.0,2731.0,62688.5,14297.0,14635.5,6883.0,54900.5,9728.0,543.0,31.0,223.0,1909.5,1926.5,684.0,1739.0,18.0,6.0,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26889.0,24760.0,12114.0,91559.5,18671.0,1448.0,50.5,397.0,4749.0,5330.0,1436.0,3258.0,0.423,7.879999999999999,95999.33333333331,1.0,0.0,0.0,1.0,1.0,1.0,88.07966666666667,17.613999999999997,24.682666666666652,8.376666666666667,67.836,12.636666666666663,1.9163333333333332,0.1016666666666666,0.2736666666666666,5.313999999999998,6.133,2.7740000000000005,6.431666666666667,62.12206896551725,12.278620689655174,17.241724137931037,5.904827586206896,49.21758620689656,8.223103448275863,1.1703448275862067,0.0586206896551724,0.1927586206896551,3.260689655172414,3.561724137931034,1.6624137931034484,4.422758620689655
Stafford County,15742.0,47147.0,655335.0,3187.5,22273.0,480.0,38.41538559999999,-77.45487189999999,Matching and updated,116003.0,41769.0,3593.0,24001.5,45586.5,21462.5,5580.0,10866.0,5580.0,105266.0,15423.0,21923.0,8344.0,79141.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,655.0,1519.0,62688.5,9768.0,14635.5,5835.0,54536.0,11069.0,543.0,31.0,260.0,1909.5,1926.5,367.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20466.0,24760.0,9464.0,91559.5,20029.5,1448.0,50.5,428.0,4749.0,5330.0,915.0,2200.0,4.523333333333333,6.333333333333335,117007.76923076923,1.0,0.0,0.0,0.0,1.0,1.0,84.07814814814816,12.652962962962963,22.88703703703704,6.853703703703703,63.95222222222223,12.361851851851853,2.17,0.0911111111111111,0.4133333333333334,5.088148148148148,6.450468750000001,1.6011111111111107,3.2748148148148144,62.8772,9.339999999999998,16.2388,5.377999999999999,48.9428,8.4544,1.264871794871795,0.0664,0.3268,3.5008000000000004,4.4804,1.054,2.2128
Staunton City,5828.0,65928.0,290763.58,0.0,9356.0,84.0,38.1580558,-79.0615011,Matching and updated,23746.0,10480.0,1185.0,522.0,6236.0,522.0,195.0,2365.0,195.0,12203.0,4145.0,2487.0,2473.0,10365.0,1366.0,79.0,6.0,19.0,368.0,248.0,338.0,372.0,1986.0,608.0,361.0,566.0,1818.0,103.0,21.0,1.0,3.0,38.0,20.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7930.0,4615.0,4690.0,19874.0,2885.0,185.0,7.0,48.0,747.0,513.0,692.0,815.0,6.373333333333334,13.35,65788.66666666667,1.0,1.0,1.0,0.0,1.0,1.0,54.02496031746027,14.22,8.183333333333332,7.933333333333333,33.93833333333334,4.868333333333333,0.2766666666666666,0.0216666666666666,0.065,1.19,0.85,2.518333333333333,3.16,7.18,2.3040000000000003,1.282,1.96,6.526000000000001,0.404,0.094,0.002,0.01,0.142,0.08,0.354,0.384
Suffolk City,26311.0,60545.0,819441.0,2103.0,28510.0,1488.0,36.69715730000001,-76.63478080000002,Matching and updated,84585.0,30868.0,1128.0,18968.0,42988.0,18809.0,3274.0,9697.0,3255.0,66105.0,15109.0,16934.0,8050.0,37749.0,16828.0,1075.0,42.0,219.0,1916.0,1707.0,1379.0,2937.0,40485.0,8258.0,9795.0,5375.0,25436.0,13244.0,543.0,21.0,147.0,1027.0,867.0,646.0,1515.0,159.0,19.0,25.0,30.0,147.0,7.0,1.0,0.0,5.0,5.0,3.0,2.0,21924.0,22137.0,9727.0,44197.0,20029.5,1350.0,50.5,268.0,2596.0,2415.0,2271.0,4280.0,1.4703571428571431,10.521428571428574,81745.39285714286,1.0,0.0,0.0,0.0,1.0,1.0,83.05464285714285,18.806071428571432,20.37857142857143,10.845714285714283,49.9275,29.496071428571423,1.0964285714285715,0.045,0.2946428571428571,2.195,1.8757142857142857,4.756785714285713,9.822857142857144,60.06692307692309,11.945384615384617,13.99576923076923,8.344999999999999,39.566538461538464,18.09692307692308,0.713846153846154,0.0265384615384615,0.2357692307692307,1.4280769230769232,1.1511538461538462,2.6980769230769237,5.769230769230769
Surry County,1132.0,2076.0,337318.0,0.0,0.0,972.0,37.1197611,-76.8801717,Matching and updated,7058.0,2826.0,0.0,2115.0,2115.0,0.0,553.0,553.0,0.0,7058.0,2247.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,200.0,396.0,7058.0,2247.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,200.0,396.0,2115.0,553.0,420.0,353.0,1183.0,265.0,7.0,7.0,40.0,25.0,36.0,105.0,2154.0,1487.0,1121.0,3618.0,3254.0,24.0,2.0,21.0,139.0,86.0,193.0,378.0,0.0,13.6,62576.0,0.0,1.0,1.0,1.0,1.0,0.0,100.0,32.065,21.05,15.885000000000002,51.22,46.125,0.345,0.03,0.3,1.97,1.22,7.105,14.025,100.0,32.065,21.05,15.885000000000002,51.22,43.513348214285706,0.345,0.03,0.3,1.97,1.22,7.105,14.025
Sussex County,4640.0,10899.0,260376.0,1037.0,14458.0,2820.0,36.9266454,-77.2597319,Matching and updated,12087.0,3994.0,2593.0,6464.0,6464.0,0.0,1668.0,1668.0,0.0,11417.0,4139.0,1876.0,1641.0,4428.0,6693.0,33.0,0.0,22.0,241.0,260.0,298.0,616.0,10743.0,3823.0,1708.0,1531.0,4179.0,6279.0,32.0,0.0,20.0,233.0,255.0,264.0,534.0,3332.5,887.5,665.0,552.5,2485.0,265.0,7.5,10.0,47.5,40.0,45.0,105.0,3297.0,2028.0,1752.0,4747.0,7023.0,48.0,0.0,23.0,246.0,268.0,313.0,673.0,11.714444444444446,14.160000000000002,55877.75,0.0,0.0,1.0,1.0,1.0,0.0,92.42,30.122000000000003,13.802,11.858,33.708000000000006,56.458000000000006,0.254,0.0,0.1639999999999999,1.832,2.0740000000000003,5.858,12.236,84.784,26.552,11.904,10.608,30.884000000000004,43.513348214285706,0.242,0.0,0.144,1.732,2.018,4.942,10.002
Tazewell County,26904.0,61152.0,907150.44,360.0,2428.0,300.0,37.1253949,-81.56292370000001,Matching and updated,45078.0,18449.0,1645.0,8710.0,11268.0,8673.0,3734.0,4824.0,3718.0,40523.0,16214.0,8344.0,6803.0,38545.0,1214.0,239.0,4.0,46.0,475.0,260.0,1212.0,2657.0,35295.0,14121.0,7237.0,5791.0,33578.0,1100.0,176.0,4.0,43.0,392.0,213.0,1043.0,2266.0,37.0,16.0,5.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16353.0,9175.0,7757.0,42868.0,1333.0,289.0,6.0,57.0,525.0,296.0,1326.0,2805.0,3.9209090909090905,17.027272727272727,54111.90909090909,0.0,0.0,1.0,0.0,0.0,0.0,88.73545454545454,36.25727272727273,18.205454545454543,14.65090909090909,84.52181818181819,2.625454545454545,0.4745454545454546,0.009090909090909,0.0927272727272727,1.0109090909090908,0.5554545454545454,6.588181818181818,14.609090909090911,76.54181818181819,31.17363636363637,15.622727272727271,12.299090909090909,72.88636363636364,2.39,0.3372727272727273,0.009090909090909,0.0836363636363636,0.8327272727272725,0.4618181818181819,5.570909090909091,12.331818181818182
Virginia Beach City,29526.0,88856.5,2044282.6999999997,2200.0,27562.0,648.0,36.77932190000001,-76.0240202,Matching and updated,116003.0,48391.0,5010.5,24001.5,45586.5,21462.5,7630.0,13835.5,6725.0,105266.0,26910.0,21923.0,13781.0,79817.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,2042.0,3839.0,62688.5,12109.0,14635.5,8975.0,54900.5,9352.0,543.0,31.0,260.0,1909.5,1926.5,831.0,903.0,324.0,19.0,73.0,41.0,282.0,29.0,7.5,1.0,3.0,4.0,3.0,2.0,35708.0,24760.0,17127.0,91559.5,20029.5,1448.0,50.5,428.0,4749.0,5330.0,2520.5,4586.5,2.761616161616162,7.605050505050505,88507.40816326531,1.0,0.0,0.0,0.0,1.0,1.0,60.30395833333333,10.936770833333336,14.185416666666669,7.264687500000001,44.40479166666668,9.1865625,2.3600000000000003,0.0902083333333333,0.2272916666666666,3.113645833333333,3.4321875,1.921458333333333,2.9009375,38.78781818181818,5.758,9.222909090909091,4.389454545454545,30.65218181818182,4.401818181818182,1.264871794871795,0.0552727272727272,0.1341818181818182,1.7303636363636363,2.0485454545454544,1.041090909090909,0.9632727272727272
Warren County,9456.0,26287.0,484624.91,2642.0,3453.0,70.0,38.90818739999999,-78.2071314,Matching and updated,37575.0,14085.0,725.0,7859.0,12072.0,7859.0,2031.0,3445.0,2031.0,34710.0,8370.0,8389.0,4423.0,31878.0,1324.0,331.0,5.0,122.0,1051.0,1190.0,634.0,1263.0,29223.0,6686.0,7116.0,3449.0,26912.0,1039.0,273.0,5.0,108.0,888.0,955.0,502.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9881.0,9080.0,4780.0,34144.0,1736.0,360.0,10.0,130.0,1195.0,1318.0,758.0,1432.0,1.815,10.2875,79828.5,0.0,0.0,1.0,0.0,0.0,0.0,91.11875,21.6725,21.705,12.27,83.69624999999999,3.56125,0.8687499999999999,0.0125,0.29875,2.6775,3.08625,4.25375,8.506250000000001,76.13,17.04625,18.2,9.645,70.15125,2.755,0.71625,0.0125,0.265,2.23,2.4450000000000003,3.295,6.543749999999999
