County,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Virginia City/County Boundaries,LAT,LON,MTW Status,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lakids20,laseniors20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,GroupQuartersFlag,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,lapop10share,lalowi10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,lahunv10share,lasnap10share,lapop20share,lalowi20share,lakids20share,laseniors20share,lawhite20share,lablack20share,laasian20share,lanhopi20share,laaian20share,laomultir20share,lahisp20share,lahunv20share,lasnap20share
Northampton County,3785.0,7990.0,142988.0,795.0,10652.0,48.0,37.3026286,-75.9238683,Matching and updated,12389.0,5323.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,11393.0,4233.0,2246.0,2561.0,6564.0,4181.0,77.0,4.0,25.0,542.0,800.0,444.0,756.0,9450.0,3402.0,1797.0,2191.0,5585.0,3315.0,61.0,4.0,21.0,465.0,664.0,315.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4498.0,2436.0,2781.0,7168.0,4528.0,83.0,13.0,27.0,570.0,874.0,498.0,817.0,2.6799999999999997,18.96666666666667,61039.666666666664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.10333333333334,34.04,18.220000000000002,20.55666666666667,52.856666666666676,33.919999999999995,0.62,0.03333333333333333,0.20666666666666667,4.47,6.586666666666667,8.046666666666667,14.026666666666666,76.86,27.52333333333333,14.696666666666667,17.66,45.20333333333334,27.080000000000002,0.5066666666666667,0.03333333333333333,0.18000000000000002,3.86,5.516666666666667,5.763333333333333,11.363333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Northumberland County,3247.0,7888.0,905571.0,0.0,0.0,1040.0,37.8569736,-76.37968720000002,Matching and updated,12330.0,5540.0,0.0,1150.0,1150.0,0.0,259.0,259.0,0.0,12171.0,3780.0,1993.0,3677.0,8683.0,3101.0,37.0,2.0,21.0,327.0,357.0,202.0,358.0,11661.0,3582.0,1889.0,3558.0,8348.0,2977.0,37.0,2.0,21.0,276.0,291.0,190.0,340.0,1150.0,259.0,130.0,435.0,938.0,201.0,4.0,1.0,1.0,5.0,9.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,2021.0,3713.0,8801.0,3123.0,37.0,2.0,21.0,346.0,382.0,202.0,370.0,0.0,14.966666666666667,67174.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.58333333333333,30.796666666666667,16.563333333333333,29.123333333333335,68.91333333333334,26.453333333333333,0.29333333333333333,0.013333333333333334,0.18333333333333335,2.736666666666667,2.9133333333333336,4.016666666666667,7.006666666666667,94.21,29.126666666666665,15.683333333333332,28.113333333333333,66.05333333333333,25.373333333333335,0.29333333333333333,0.013333333333333334,0.18333333333333335,2.2966666666666664,2.3466666666666667,3.7766666666666673,6.643333333333334,21.73,4.89,2.45,8.22,17.72,3.8,0.08,0.02,0.02,0.1,0.16,0.59,0.91,,,,,,,,,,,,,
Norton City,8779.0,27719.0,296526.45999999996,0.0,0.0,444.0,36.9315489,-82.625996,Matching and updated,3958.0,1750.0,68.0,1568.0,3570.0,1568.0,715.0,1653.0,715.0,3570.0,1653.0,772.0,532.0,3238.0,155.0,49.0,0.0,4.0,124.0,65.0,172.0,552.0,1568.0,715.0,359.0,225.0,1425.0,64.0,13.0,0.0,2.0,64.0,18.0,63.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898.0,864.0,580.0,3510.0,250.0,56.0,0.0,5.0,137.0,68.0,224.0,629.0,1.72,29.4,41652.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,90.21,41.75,19.51,13.44,81.82,3.92,1.24,0.0,0.09,3.13,1.64,9.81,31.52,39.62,18.07,9.07,5.68,36.01,1.6,0.32,0.0,0.05,1.63,0.45,3.58,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,
Nottoway County,2405.0,24273.0,330311.0,0.0,0.0,288.0,37.14369549999999,-78.05216229999999,Matching and updated,15853.0,5706.0,1836.0,6435.0,6435.0,0.0,3451.0,3451.0,0.0,15461.0,7513.0,3171.0,2640.0,8666.0,6161.0,43.0,5.0,59.0,527.0,585.0,476.0,1520.0,14073.0,7028.0,2893.0,2247.0,7730.0,5763.0,41.0,5.0,56.0,478.0,528.0,381.0,1318.0,6435.0,3451.0,1134.0,935.0,3381.0,2804.0,14.0,3.0,24.0,208.0,238.0,82.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6476.0,3263.0,2703.0,8968.0,6227.0,50.0,5.0,59.0,544.0,609.0,385.0,1464.0,16.11,25.875,55913.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.375,44.817499999999995,24.009999999999998,12.799999999999999,60.5925,33.487500000000004,0.19,0.027500000000000004,0.28250000000000003,3.8,3.9624999999999995,5.595,18.1775,92.6275,42.8125,22.8575,11.175,56.7125,31.835,0.1825,0.027500000000000004,0.27,3.5999999999999996,3.7249999999999996,4.6025,16.0875,38.446666666666665,19.103333333333335,7.026666666666666,5.946666666666666,21.076666666666668,16.013333333333332,0.08,0.013333333333333334,0.12666666666666668,1.1333333333333335,1.2366666666666666,1.2333333333333334,7.456666666666667,,,,,,,,,,,,,
Orange County,10282.0,25644.0,679126.34,0.0,0.0,1752.0,38.2504394,-78.0099795,Matching and updated,33481.0,12895.0,601.0,11310.0,15378.0,9792.0,3332.0,4212.0,2712.0,32322.0,9150.0,7382.0,5848.0,26749.0,4038.0,216.0,20.0,92.0,1208.0,1087.0,472.0,963.0,27309.0,7979.0,6109.0,4878.0,22943.0,3195.0,146.0,16.0,75.0,936.0,840.0,357.0,860.0,1518.0,620.0,401.0,171.0,1333.0,137.0,3.0,0.0,9.0,36.0,43.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9645.0,7662.0,6063.0,27584.0,4256.0,246.0,20.0,94.0,1281.0,1139.0,482.0,1007.0,1.986,9.059999999999999,73419.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.982,27.232,22.144000000000002,16.738,80.476,12.0,0.576,0.05,0.29400000000000004,3.588,3.104,4.276000000000001,8.650000000000002,83.84,23.753999999999998,18.814,14.118,70.774,9.504000000000001,0.41,0.044,0.252,2.8619999999999997,2.456,3.2560000000000002,7.724000000000001,10.42,3.81,2.625,1.175,9.24,0.885,0.015,0.0,0.06,0.215,0.32,0.01,0.865,,,,,,,,,,,,,
Page County,3769.0,8048.0,522522.81,0.0,0.0,1332.0,38.623750799999996,-78.49047080000001,Matching and updated,24042.0,9746.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,21536.0,8465.0,4679.0,3721.0,20680.0,421.0,60.0,6.0,33.0,335.0,297.0,372.0,1179.0,17780.0,6994.0,3895.0,2921.0,17106.0,334.0,46.0,6.0,31.0,259.0,220.0,299.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9349.0,5193.0,4248.0,23063.0,466.0,71.0,7.0,42.0,393.0,373.0,402.0,1289.0,0.9179999999999999,18.2,59072.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.42,34.202,19.142000000000003,15.988,85.716,1.892,0.256,0.024,0.14,1.392,1.23,3.75,12.691999999999998,73.434,28.054000000000002,15.818000000000001,12.526,70.55999999999999,1.4700000000000002,0.18,0.024,0.132,1.066,0.9,2.9560000000000004,10.197999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick County,11196.0,29821.0,197044.68000000002,0.0,0.0,1104.0,36.66732739999999,-80.28614089999999,Matching and updated,18490.0,8081.0,203.0,1676.0,1676.0,0.0,581.0,581.0,0.0,18054.0,7134.0,3480.0,3862.0,16472.0,1052.0,40.0,0.0,50.0,442.0,425.0,327.0,1168.0,17021.0,6706.0,3323.0,3486.0,15551.0,970.0,31.0,0.0,45.0,424.0,403.0,266.0,1111.0,1676.0,581.0,333.0,368.0,1518.0,113.0,1.0,0.0,6.0,39.0,35.0,21.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7017.0,3566.0,3974.0,16847.0,1085.0,42.0,0.0,52.0,464.0,444.0,356.0,1150.0,1.5225,18.0,55825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5925,38.3875,18.765,21.235,88.7525,6.1274999999999995,0.20750000000000002,0.0,0.2775,2.23,2.1675,4.025,13.5925,91.41749999999999,36.0075,17.93,18.6625,83.225,5.6525,0.16,0.0,0.24000000000000002,2.1450000000000005,2.045,3.2975000000000003,12.92,8.525,2.8249999999999997,1.7225000000000001,1.8225000000000002,7.6425,0.675,0.005,0.0,0.024999999999999998,0.18,0.16250000000000003,0.22000000000000003,1.1450000000000002,,,,,,,,,,,,,
Petersburg City,11228.0,88846.0,123856.0,0.0,0.0,2640.0,37.2047302,-77.3923681,Matching and updated,32420.0,13634.0,1058.0,15171.0,24039.0,15171.0,8676.0,12992.0,8676.0,27344.0,14557.0,5700.0,4192.0,4276.0,21816.0,211.0,13.0,80.0,950.0,975.0,2361.0,2989.0,17041.0,9600.0,3454.0,2644.0,2415.0,13902.0,134.0,0.0,51.0,543.0,550.0,1716.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16281.0,6707.0,4854.0,5217.0,25646.0,267.0,19.0,97.0,1174.0,1216.0,2506.0,3332.0,3.64,27.363636363636363,42954.09090909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,85.50727272727273,48.341818181818184,17.786363636363635,13.408181818181818,12.048181818181819,69.76,0.6736363636363636,0.03181818181818182,0.24818181818181823,2.74,2.798181818181818,19.086363636363636,23.84181818181818,57.81363636363637,34.57181818181818,11.769090909090908,9.129999999999999,7.33909090909091,48.15909090909092,0.4790909090909091,0.0009090909090909091,0.16545454545454544,1.669090909090909,1.7236363636363636,14.760000000000002,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsylvania County,6719.0,16965.0,271929.66,755.0,19807.0,2160.0,36.8217206,-79.3985019,Matching and updated,63506.0,26183.0,839.0,10482.0,12293.0,6182.0,3762.0,4404.0,2041.0,60765.0,23894.0,12938.0,10336.0,45975.0,13290.0,165.0,18.0,147.0,1171.0,1283.0,1279.0,3654.0,56591.0,22364.0,12044.0,9457.0,42999.0,12286.0,133.0,17.0,138.0,1016.0,1132.0,1156.0,3395.0,4300.0,1721.0,839.0,787.0,3098.0,1096.0,5.0,0.0,14.0,85.0,99.0,72.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23891.0,13485.0,10916.0,47918.0,14018.0,181.0,18.0,151.0,1220.0,1332.0,1401.0,3841.0,1.085625,15.74375,55144.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.79375,38.046875,20.184375,16.566875,71.340625,22.178125,0.249375,0.03125000000000001,0.22499999999999998,1.77,2.029375,4.6425,13.996875,89.84,35.659375,18.950000000000003,15.240625000000001,67.01625,20.780625,0.20437500000000003,0.030000000000000006,0.213125,1.595625,1.86625,4.22375,13.091875,20.231666666666666,8.046666666666667,3.8433333333333333,3.848333333333333,13.535000000000002,6.208333333333333,0.025000000000000005,0.0016666666666666668,0.07166666666666667,0.3866666666666667,0.505,0.7833333333333332,3.1799999999999997,,,,,,,,,,,,,
Poquoson City,1071.0,3834.0,118172.0,0.0,0.0,120.0,37.12835990000001,-76.3035337,Matching and updated,12150.0,4525.0,51.0,7896.0,10974.0,7896.0,954.0,1539.0,954.0,10974.0,1539.0,2728.0,1634.0,10447.0,71.0,225.0,3.0,35.0,193.0,195.0,177.0,80.0,7896.0,954.0,1999.0,1140.0,7546.0,49.0,150.0,2.0,20.0,126.0,136.0,117.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0,2969.0,1891.0,11557.0,78.0,260.0,3.0,38.0,214.0,221.0,187.0,98.0,0.3233333333333333,4.333333333333333,111630.66666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,92.50999999999999,12.65,23.156666666666666,13.44,88.22666666666667,0.5933333333333333,1.7933333333333332,0.02666666666666667,0.29,1.5833333333333333,1.6533333333333333,3.776666666666666,1.5466666666666669,72.18333333333334,8.863333333333333,18.326666666666668,10.19,69.07000000000001,0.44333333333333336,1.3033333333333335,0.02,0.19333333333333333,1.1533333333333333,1.2733333333333332,2.783333333333333,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
Portsmouth City,34876.0,97568.0,1358911.0,5040.0,75132.0,780.0,36.859429799999994,-76.3562686,Matching and updated,95535.0,37324.0,3416.0,22066.0,68712.0,22066.0,5633.0,24221.0,5633.0,68712.0,24221.0,15886.0,9333.0,28576.0,36793.0,692.0,75.0,305.0,2262.0,1918.0,2804.0,3689.0,22066.0,5633.0,5032.0,3394.0,9330.0,11635.0,268.0,10.0,77.0,749.0,628.0,618.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35324.0,22666.0,12619.0,39701.0,50878.0,1019.0,112.0,421.0,3404.0,2919.0,4114.0,5529.0,6.106129032258065,18.077419354838714,59057.63333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,69.01,25.992580645161294,15.77032258064516,9.004516129032258,28.431290322580644,37.20548387096774,0.643225806451613,0.08322580645161289,0.33129032258064517,2.314516129032258,1.9703225806451616,8.27290322580645,10.876451612903228,29.276500000000006,9.5185,6.911,4.4905,11.810500000000001,16.114,0.28700000000000003,0.010499999999999999,0.089,0.9664999999999999,0.8119999999999999,3.114,4.878500000000001,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0
Powhatan County,1847.0,4725.0,1336978.0,0.0,0.0,1128.0,37.5494041,-77.91285530000002,Matching and updated,28046.0,9494.0,2395.0,1701.0,1701.0,0.0,307.0,307.0,0.0,27783.0,4229.0,6416.0,3359.0,23277.0,3806.0,129.0,10.0,77.0,486.0,496.0,132.0,278.0,26770.0,4073.0,6182.0,3176.0,22346.0,3748.0,123.0,10.0,74.0,471.0,480.0,127.0,268.0,1701.0,307.0,430.0,188.0,1368.0,300.0,4.0,1.0,1.0,27.0,25.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056.0,6477.0,3407.0,23515.0,3822.0,132.0,10.0,77.0,490.0,502.0,139.0,304.0,17.104,5.24,94190.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.228,14.846,21.542000000000005,11.034,77.96000000000001,18.904,0.42800000000000005,0.034,0.27,1.6320000000000001,1.876,1.0959999999999999,2.3160000000000003,96.24,14.4,20.852,10.484,75.186,18.75,0.41200000000000003,0.034,0.26399999999999996,1.592,1.83,1.06,2.25,33.99,6.13,8.6,3.76,27.32,5.99,0.09,0.02,0.02,0.55,0.49,0.79,1.51,,,,,,,,,,,,,
Prince Edward County,12952.0,30541.0,407200.0,0.0,0.0,732.0,37.2248813,-78.43295739999999,Matching and updated,23368.0,7916.0,4318.0,4152.0,4948.0,1603.0,1198.0,1198.0,0.0,22663.0,9276.0,3905.0,3134.0,14363.0,7513.0,191.0,16.0,68.0,511.0,504.0,565.0,984.0,19900.0,8417.0,3497.0,2760.0,12455.0,6769.0,140.0,15.0,62.0,461.0,440.0,468.0,919.0,2549.0,1198.0,586.0,432.0,1540.0,943.0,4.0,4.0,12.0,45.0,45.0,42.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8259.0,4057.0,3251.0,14796.0,7756.0,205.0,16.0,69.0,526.0,525.0,503.0,913.0,27.410000000000004,15.14,66928.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,97.224,36.826,14.809999999999999,12.288,64.224,29.918,0.752,0.10400000000000001,0.264,1.968,2.138,6.332000000000001,9.530000000000001,82.732,33.75,13.158000000000001,10.669999999999998,53.354,26.758000000000003,0.51,0.092,0.22999999999999998,1.7899999999999998,1.864,5.473999999999999,8.95,16.05,7.82,3.8633333333333333,2.6566666666666667,9.25,6.419999999999999,0.030000000000000002,0.02,0.06,0.26666666666666666,0.26,0.7466666666666667,2.98,,,,,,,,,,,,,
Prince George County,4599.0,12665.0,78846.0,0.0,0.0,1224.0,37.18732550000001,-77.2209931,Matching and updated,35725.0,11451.0,4772.0,12127.0,15322.0,10930.0,2482.0,3530.0,2368.0,34312.0,7034.0,7664.0,3586.0,21031.0,10962.0,509.0,101.0,202.0,1507.0,1962.0,540.0,839.0,30062.0,5771.0,6532.0,3242.0,18900.0,9269.0,383.0,90.0,176.0,1244.0,1657.0,457.0,680.0,1197.0,114.0,266.0,170.0,994.0,184.0,3.0,0.0,5.0,10.0,10.0,34.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8081.0,8052.0,3712.0,21845.0,11429.0,543.0,106.0,207.0,1595.0,2058.0,528.0,855.0,13.73,10.64285714285714,79408.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47857142857143,20.261428571428574,22.481428571428573,9.664285714285715,58.48285714285715,31.062857142857144,1.447142857142857,0.3671428571428571,0.5671428571428571,4.552857142857142,6.0371428571428565,4.909999999999999,8.21857142857143,85.82142857142857,17.181428571428572,19.62857142857143,8.722857142857142,52.86857142857143,27.07857142857143,1.1485714285714288,0.33999999999999997,0.5,3.8885714285714283,5.252857142857143,4.164285714285714,6.785714285714286,10.855,1.03,2.4000000000000004,1.5350000000000001,8.98,1.705,0.03,0.0,0.045,0.095,0.09,0.8200000000000001,0.9299999999999999,,,,,,,,,,,,,
Prince William County,349.0,1209.0,3301152.340816674,0.0,62920.0,2254.0,38.701118700000016,-77.47957909999997,Matching and updated,402002.0,130785.0,2520.0,112086.0,278772.0,112086.0,15338.0,46248.0,15338.0,293759.0,48524.0,85862.0,19604.0,178541.0,55339.0,22117.0,381.0,1593.0,35783.0,52719.0,2126.0,4703.0,126808.0,17585.0,37202.0,8606.0,84185.0,20618.0,8999.0,153.0,584.0,12273.0,17741.0,679.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84550.0,116175.0,27220.0,232401.0,81196.0,30317.0,525.0,2392.0,55171.0,81460.0,3514.0,7391.0,0.6947560975609756,6.599999999999999,116084.29268292683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,73.37487804878049,11.595243902439023,21.087195121951222,5.363048780487804,45.754999999999995,13.185487804878049,5.345000000000001,0.08914634146341464,0.3874390243902439,8.611829268292682,12.64158536585366,1.5526829268292681,3.401829268292683,42.87936507936508,5.823492063492063,12.356666666666666,3.182222222222222,29.124761904761904,6.605238095238096,2.8412698412698414,0.04714285714285714,0.19412698412698412,4.066190476190476,5.866984126984127,0.7053968253968254,1.5798412698412696,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulaski County,10607.0,54806.0,328541.97,1907.0,15849.0,1512.0,37.0633853,-80.7134439,Matching and updated,34872.0,14821.0,960.0,3900.0,6366.0,3891.0,1361.0,2355.0,1359.0,31817.0,9939.0,6211.0,5605.0,29427.0,1600.0,154.0,7.0,57.0,572.0,399.0,967.0,1610.0,26395.0,7885.0,5177.0,4750.0,24665.0,1093.0,133.0,7.0,48.0,451.0,308.0,792.0,1211.0,9.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10343.0,6801.0,6231.0,32250.0,1757.0,179.0,7.0,64.0,615.0,432.0,1014.0,1796.0,3.00125,13.275,63759.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.26625000000001,28.167500000000004,17.901249999999997,16.5,85.38,4.592499999999999,0.415,0.015000000000000001,0.1725,1.69,1.15625,6.7925,10.785,77.3125,22.4525,15.065000000000001,14.18875,72.255,3.1900000000000004,0.355,0.015000000000000001,0.14875,1.3475000000000001,0.8975,5.64125,8.15,0.155,0.02,0.0,0.049999999999999996,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,,,,,,,,,,,,,
Radford City,10064.0,25203.0,330580.74,3066.0,1547.0,156.0,37.120036000000006,-80.55704809999999,Matching and updated,16408.0,5990.0,2652.0,7104.0,14364.0,7104.0,2690.0,5866.0,2690.0,14364.0,5866.0,1982.0,1256.0,12514.0,1124.0,210.0,4.0,26.0,487.0,328.0,472.0,589.0,7104.0,2690.0,1401.0,865.0,6137.0,646.0,93.0,0.0,9.0,221.0,115.0,343.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7236.0,2145.0,1382.0,14273.0,1279.0,256.0,5.0,33.0,562.0,385.0,459.0,608.0,15.626666666666667,41.06666666666667,71771.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,86.45666666666666,38.623333333333335,10.793333333333335,6.859999999999999,75.47333333333331,6.533333333333334,1.3166666666666667,0.02666666666666667,0.16666666666666666,2.94,2.0733333333333337,6.583333333333333,7.96,39.88666666666666,16.43,7.3999999999999995,4.5,34.46666666666667,3.5733333333333337,0.5266666666666667,0.0,0.043333333333333335,1.28,0.7233333333333333,4.3566666666666665,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,
Rappahannock County,3244.0,8370.0,231174.49,0.0,0.0,1005.0,38.6845215,-78.16882409999997,Matching and updated,7373.0,3072.0,35.0,1515.0,1515.0,0.0,378.0,378.0,0.0,7146.0,1569.0,1430.0,1359.0,6619.0,310.0,39.0,3.0,17.0,157.0,226.0,89.0,143.0,6929.0,1523.0,1385.0,1312.0,6417.0,302.0,38.0,3.0,17.0,153.0,213.0,86.0,138.0,1515.0,378.0,324.0,258.0,1413.0,55.0,10.0,0.0,7.0,30.0,50.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,1465.0,1408.0,6834.0,321.0,39.0,3.0,18.0,158.0,228.0,89.0,144.0,0.585,8.649999999999999,86812.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.125,21.855,19.4,18.590000000000003,90.0,4.26,0.515,0.055,0.21500000000000002,2.09,3.0,3.15,4.82,93.69,21.064999999999998,18.675,17.87,86.745,4.145,0.5,0.055,0.21500000000000002,2.03,2.79,3.0300000000000002,4.630000000000001,18.115,4.5,3.865,3.16,16.95,0.65,0.105,0.0,0.07,0.33999999999999997,0.58,0.355,0.84,,,,,,,,,,,,,
